,crossing
13406,"1200 BLOCK E POINSETTIA ST, LONG BEACH CA"
20700,13000 POINT REYES
936,300 BLOCK E POPPY ST
27925,1800 BLOCK E POPPY ST
15264,1500 BLOCK POPPY ST
10000,"1900 BLOCK E POPPY ST, LONG BEACH"
4584,"400 BLOCK E POPPY ST, LONG BEACH CA"
13223,4800 PREMIERE
32102,7200 PREMIUM
17930,"1000 BLOCK PV, LONG BEACH CA"
26633,QUEEN MARY
12144,1000 QUEENS HWY
11501,100 BLOCK N QUEENSWAY
31969,"700 QUEENSWAY DR, LONG BEACH CA"
18168,1000 R0SWELL
2092,3821 RADNOR AVE
787,"2900 BLOCK RADNOR AVE, LONG BEACH CA"
25061,8500 BLOCK RAMONA ST
4710,4000 RANSOM
12241,"4000 BLOCK E RANSOM ST, LONG BEACH, CA"
17297,"100 BLOCK RAVENA, LONG BEACH CA"
24565,1900 RAYMOND
16248,2600 BLOCK RAYMOND AVE
10008,"1900 BLOCK RAYMOND AVE, SIGNAL HILL"
24480,"1900 BLOCK RAYMOND AVE, SIGNAL HILL CA"
19808,12100 BLOCK REAGAN
30026,300 REDONDO
8723,1400 REDONDO
9638,1800 BLOCK REDONDO AVE
21333,1400 BLOCK REDONDO AVE
771,2900 BLOCK REDONDO AVE
29802,300 BLOCK REDONDO AVE LONG BEACH
4589,"400 BLOCK REDONDO AVE, LONG BEACH CA"
17145,"300 BLOCK REDONDO AVE, LONG BEACH CA"
28119,"1800 BLOCK REDONDO AVE, LONG BEACH CA"
2543,6962 E RENDINA ST
8482,13700 REVA CIR
26642,"REYES / SUSANNA, COMPTON, CA"
4480,400 BLOCK E RHEA ST
9788,"18600 BLOCK RHINE PL, CERRITOS, CA"
26029,2000 BLOCK RIVER
4305,RIVERBED NEAR 605 FREEWAY / SOUTH ST
2508,6900 BLOCK E ROBLE ST
2306,6600 BLOCK ROSE AVE
21336,1400 BLOCK ROSE AVE
15298,"1500 BLOCK ROSE AVE, LONG BEACH CA"
28121,"1800 BLOCK ROSE AVE, LONG BEACH CA"
8648,"1400 BLOCK ROSE AVE, LONG BEACH CA"
4537,400 BLOCK ROSE PL
14831,"5700 BLOCK E ROSEBAY ST, LONG BEACH CA"
24271,"7600 BLOCK ROSECRANS AVE, PARAMOUNT CA"
33559,ROSIES DOG BEACH NEAR WATER
12028,"1000 BLOCK ROSWELL AVE, LONG BEACH CA"
19438,"400 BLOCK ROSWELL AVE, LONG BEACH, CA"
3386,800 ROXANNE
30621,3100 BLOCK ROXANNE AVE
30716,3200 BLOCK ROXANNE AVE
17444,3000 BLOCK ROXANNE AVE
9975,1900 BLOCK ROXANNE AVE
1353,"3100 BLOCK ROXANNE AVE, LONG BEACH CA"
18431,"3500 BLOCK ROXANNE, LONG BEACH CA"
29811,300 BLOCK ROYCROFT AVE
4872,4300 BLOCK RUTGERS
31185,"3600 BLOCK RUTGERS AVE, LONG BEACH"
26658,S HARBOR SCENIC DR
10140,19600 BLOCK SABRINA CT
18010,1000 BLOCK SAINT LOUIS AVE
22944,"6400 BLOCK SAINT LOUIS AVE, LONG BEACH CA"
26139,"2000 BLOCK SAINT LOUIS AVE, SIGNAL HILL"
31922,"700 BLOCK SAINT LOUIS ST, LONG BEACH CA"
10157,19700 BLOCK SALLY AVE
11773,"1000 BLOCK E SALT LAKE ST, LONG BEACH"
18853,"1100 BLOCK E SALT LAKE, LONG BEACH CA"
26740,2100 SAN ANSELINE
30477,3000 SAN ANSELINE
12091,"400 BLOCK E SAN ANTONIO AVE, LONG BEACH CA"
11574,100 BLOCK W SAN ANTONIO DR
5368,"500 BLOCK W SAN ANTONIO DR, LONG BEACH CA"
7553,"1100 BLOCK E SAN ANTONIO DR, LONG BEACH, CA"
15776,2400 BLOCK SAN FRANCISCO
17451,3000 BLOCK SAN FRANCISCO AVE
563,"2700 BLOCK SAN FRANCISCO AVE, LONG BEACH CA"
15066,"1400 SAN FRANCISCO AVE, LONG BEACH CA"
28122,"1800 BLOCK SAN FRANCISCO AVE, LONG BEACH CA"
16721,"2900 BLOCK SAN FRANCISCO AVE, LONG BEACH CA"
28365,18800 SAN GABRIEL
9490,"17800 BLOCK SAN GABRIEL AVE, CERRITOS CA"
26197,"2000 SAN GABRIEL AVE, LONG BEACH CA"
10648,"2000 BLOCK SAN GABRIEL AVE, LONG BEACH, CA"
2693,"700 BLOCK SAN PABLO CT, LONG BEACH CA"
8021,"12200 BLOCK SANDY ROCK ST, CERRITOS CA"
7397,"10400 BLOCK SANTA CLARA ST, CYPRESS CA"
1541,3300 BLOCK SANTA FE
16560,2800 BLOCK SANTA FE
30623,3100 BLOCK SANTA FE AVE
18433,3500 BLOCK SANTA FE AVE
9810,1880 SANTA FE AVE
28577,2600 BLOCK SANTA FE AVE
33570,SANTA FE AVE / ANAHEIM ST
16751,2900 SANTA FE AVE LONG BEACH CA
10747,"2001 SANTA FE AVE, LONG BEACH"
19674,"4000 BLOCK SANTA FE AVE, LONG BEACH CA"
18460,"3500 BLOCK SANTA FE AVE, LONG BEACH CA"
20513,"1300 BLOCK SANTA FE AVE, LONG BEACH CA"
1668,"3400 BLOCK SANTA FE AVE, LONG BEACH CA"
28124,"1800 BLOCK SANTA FE AVE, LONG BEACH CA"
18086,"3300 BLOCK SANTA FE AVE, LONG BEACH CA"
30721,"3200 BLOCK SANTA FE AVE, LONG BEACH, CA"
1862,"3600 BLOCK SANTA FE, LONG BEACH,CA"
18177,1000 SANTIAGO
4539,400 BLOCK SANTIAGO AVE
23813,"700 BLOCK SANTIAGO AVE, LONG BEACH CA"
30630,"3100 BLOCK E SAWYER ST, LONG BEACH CA"
23987,710 SB AT WILLOW
17295,"100 BLOCK E SCOTT ST, LONG BEACH CA"
14833,"5700 BLOCK E SCRIVENER ST, LONG BEACH"
91,"2300 BLOCK SEABRIGHT AVE, LONG BEACH CA"
309,"2500 BLOCK SEABRIGHT AVE, LONG BEACH CA"
24981,800 SEAL BEACH BLVD
3593,900 SEAL BEACH BLVD
19870,"12400 BLOCK SEAL BEACH BLVD, SEAL BEACH CA"
26703,"SEAL BEACH BLVD, WESTMINSTER BLVD"
4318,SEAL BEACH LIFEGUARDS
23565,6900 BLOCK SEASIDE WALK
2509,"6900 BLOCK E SEASIDE WALK, LONG BEACH, CA"
2077,3800 BLOCK SEBREN
17465,3000 BLOCK SECOND ST
8074,12500 SEMORA
30735,"3200 BLOCK SENASAC AVE, LONG BEACH CA"
16976,"300 BLOCK E SGORELINE DR, LONG BEACH CA"
26709,SHELTER CAT
23050,1700 BLOCK SHERMAN PL
27665,"1700 BLOCK SHERMAN PL, LONG BEACH"
27273,"1600 BLOCK SHERMAN PL, LONG BEACH CA"
9380,"1700 BLOCK SHERMAN PL, LONG BEACH CA"
1757,3500 BLOCK SHIPWAY AVE
9676,"1800 BLOCK SHIPWAY AVE, LONG BEACH CA"
4585,"400 BLOCK E SHORELINE AVE, LONG BEACH"
29157,200 BLOCK E SHORELINE DR
19441,400 BLOCK SHORELINE DR
11885,400 BLOCK E SHORELINE DR
4586,"400 BLOCK E SHORELINE DR, LONG BEACH CA"
12769,"450 E SHORELINE DR, LONG BEACH CA"
11893,"400 BLOCK E SHORELINE DR, LONG BEACH, CA"
19323,"400 BLOCK E SHORELINE DRIVE, LONG BEACH, CA"
4322,SHORELINE VILLAGE 300 E SHORELINE
4486,400 BLOCK E SHORELINE VILLAGE DR
19442,400 BLOCK SHORELINE VILLAGE DR
31942,"700 BLOCK E SHORELINE, LONG BEACH CA"
28896,2750 SIGNAL PKWY
25305,"900 BLOCK SILVA ST, LONG BEACH CA"
2687,"700 BLOCK E SILVA ST, LONG BEACH CA"
21468,"1400 BLOCK E SILVA ST, LONG BEACH CA"
4323,SKYLINE / HILL
28314,"2500 BLOCK SKYLINE AVE, SIGNAL HILL CA"
1240,"3000 BLOCK SNOWDEN AVE, LONG BEACH CA"
10988,"2100 SNOWDEN AVE, LONG BEACH CA"
700,"2800 BLOCK SNOWDEN AVE, LONG BEACH CA"
3365,800 E SOUTH
12322,10700 SOUTH
26713,SOUTH / STUDEBAKER
16991,300 BLOCK E SOUTH ST
8185,1300 BLOCK E SOUTH ST
12312,10700 BLOCK SOUTH ST
18386,10700 SOUTH ST
19178,11400 BLOCK SOUTH ST
7554,1100 BLOCK E SOUTH ST
20052,12900 SOUTH ST
691,2800 BLOCK SOUTH ST
13000,11300 BLOCK SOUTH ST
7759,11500 SOUTH ST
12314,"10700 BLOCK SOUTH ST, CERRITOS CA"
29917,"300 BLOCK E SOUTH ST, LONG BEACH CA"
12030,"1000 BLOCK SOUTH ST, LONG BEACH CA"
18506,"3516 E SOUTH ST, LONG BEACH, CA"
29724,"2000 BLOCK SPARROW HILL LN, LAKEWOOD"
30424,3000 E SPAULDING
521,2700 BLOCK E SPAULDING ST
332,"2500 BLOCK E SPAULDING ST, LONG BEACH CA"
26628,"2100 BLOCK E SPAULDING ST, LONG BEACH CA"
746,"2900 BLOCK E SPAULDING ST, LONG BEACH, CA"
6095,"5900 BLOCK SPINNAKER BAY DR, LONG BEACH, CA"
32177,7500 E SPRING
32296,7700 E SPRING
32100,7200 E SPRING
21931,5800 E SPRING
24210,7550 E SPRING
33608,SPRING / 605 FWY
4339,"SPRING / STUDEBAKER RD, LONG BEACH"
32237,7700 BLOCK E SPRING ST
11471,100 BLOCK E SPRING ST
32169,7500 BLOCK SPRING ST
6657,6500 BLOCK E SPRING ST
24383,7700 E SPRING ST
3167,7700 SPRING ST
24283,7600 E SPRING ST
24367,7700 BLOCK SPRING ST
13875,5000 BLOCK SPRING ST
2916,7500 SPRING ST
2922,7550 E SPRING ST
2876,7500 BLOCK E SPRING ST
2478,6800 E SPRING ST
26764,SPRING ST / LOS ALAMITOS BLVD
26762,SPRING ST / PALO VERDE
3166,7700 E SPRING ST LONG BEACH
6692,"6500 BLOCK E SPRING ST, LONG BEACH"
2906,"7500 BLOCK SPRING ST, LONG BEACH"
24291,"7700 BLOCK E SPRING ST, LONG BEACH"
32305,"7700 E SPRING ST, LONG BEACH CA"
2904,"7500 BLOCK E SPRING ST, LONG BEACH CA"
32294,"7700 BLOCK E SPRING ST, LONG BEACH CA"
16983,"100 BLOCK E SPRING ST, LONG BEACH CA"
2962,"7600 BLOCK E SPRING ST, LONG BEACH CA"
32175,"7500 BLOCK SPRING ST, LONG BEACH CA"
8309,"1300 BLOCK E SPRING ST, LONG BEACH CA"
19630,"1200 BLOCK E SPRING ST, LONG BEACH CA"
3029,"7700 BLOCK SPRING ST, LONG BEACH CA"
32135,"7500 BLOCK E SPRING ST, LONG BEACH, CA"
24249,"7550 E SPRING ST, LONG BEACH, CA 908O5"
2603,"700 BLOCK E SPRING ST, SIGNAL HILL CA"
3165,7700 E SPRING STREET
23879,7000 BLOCK E SPRING STREET
9312,1700 BLOCK N SPRING STREET CERRITOS
23945,7000 BLOCK SPRING STREET LONG BEACH CA
1419,3200 BLOCK N SPRINGDALE DR
1354,"3100 BLOCK SPRINGDALE DR, LONG BEACH CA"
479,2600 STANBRIDGE AVE
10901,"2100 BLOCK STANBRIDGE AVE, LONG BEACH, CA"
5728,"5400 BLOCK STANBRIDGE AVE, LONG BEACH, CA"
8275,1300 BLOCK STANLEY AVE
12720,1100 BLOCK STANLEY AVE
11166,2200 BLOCK STANLEY AVE
15403,"600 BLOCK STANLEY AVE, LONG BEACH CA"
12750,"1100 BLOCK STANLEY AVE, LONG BEACH CA"
20515,"1300 BLOCK STANLEY AVE, LONG BEACH CA"
27667,"1700 BLOCK STANLEY AVE, LONG BEACH CA"
24886,"800 BLOCK STANLEY AVE, LONG BEACH, CA 908"
27188,"2200 BLOCK STANLEY AVE, SIGNAL HILL, CA"
21944,"1500 BLOCK STANTON AVE, LONG BEACH CA"
8876,"1500 BLOCK STANTON PL, LONG BEACH CA"
6534,"6300 E STATE UNIVERSITY DR, LONG BEACH, CA"
74,2300 BLOCK STEARNLEE AVE
22949,6400 E STEARNS
1618,3400 BLOCK E STEARNS
22806,"6300 BLOCK E STEARNS ST, LONG BEACH CA"
31805,"6900 BLOCK STEARNS ST, LONG BEACH CA"
6509,"6300 BLOCK E STEARNS ST, LONG BEACH, CA"
8335,1300 STEVELY
1581,3300 STEVELY
1664,3400 BLOCK STEVELY AVE
1241,"3000 BLOCK STEVELY AVE, LONG BEACH CA"
30857,"3300 BLOCK STEVELY AVE, LONG BEACH CA"
31073,"3500 BLOCK STEVELY AVE, LONG BEACH, CA"
28621,"1900 BLOCK STEVELY AVE, LONG BEACH,CA"
8081,"12600 BLOCK STILLMAN ST, LAKEWOOD CA"
17484,"3000 BLOCK STUDEBACKER RD, LONG BEACH CA"
28867,2700 N STUDEBAKER
2066,3800 BLOCK N STUDEBAKER
29103,2800 N STUDEBAKER
16563,2800 BLOCK STUDEBAKER
241,2400 STUDEBAKER
718,2800 STUDEBAKER
17679,3100 BLOCK STUDEBAKER
472,2600 N STUDEBAKER
26776,STUDEBAKER
12744,1100 BLOCK N STUDEBAKER
16330,2600 STUDEBAKER
16446,2700 N STUDEBAKER RD
9826,18900 BLOCK STUDEBAKER RD
10064,19000 BLOCK STUDEBAKER RD
22997,1700 BLOCK N STUDEBAKER RD
453,2600 BLOCK STUDEBAKER RD
24652,19200 BLOCK STUDEBAKER RD
33613,STUDEBAKER RD / LOYNES
9459,"17300 BLOCK STUDEBAKER RD, CERRITOS CA"
16579,"2800 BLOCK STUDEBAKER RD, LONG BEACH"
30960,"3400 BLOCK STUDEBAKER RD, LONG BEACH"
16284,"2600 BLOCK STUDEBAKER RD, LONG BEACH CA"
30382,"3000 BLOCK STUDEBAKER RD, LONG BEACH CA"
11195,"2200 BLOCK STUDEBAKER RD, LONG BEACH CA"
1432,"3200 BLOCK STUDEBAKER RD, LONG BEACH CA"
16698,"2900 BLOCK N STUDEBAKER RD, LONG BEACH, CA"
675,"2800 BLOCK N STUDEBAKER RD, LONG BEACH, CA"
27985,"2400 BLOCK STUDEBAKER RD, LONG BEACH, CA"
8655,"1400 BLOCK STUDEBAKER RD,LONG BEACH"
16228,2600 BLOCK N STUDEBAKER ROAD
8049,12400 BLOCK SUMMERWIND ST
26976,"1500 W SUMMIT ST, LONG BEACH CA"
8688,"1400 BLOCK W SUMMIT ST, LONG BEACH CA"
8864,"1500 BLOCK W SUMMIT ST, LONG BEACH, CA"
20486,4800 BLOCK SUNFIELD AVE
4350,"SUNSET / CEDAR LONG BEACH,CA"
28669,27 SURFSIDE AVE
11527,100 BLOCK SURFSIDE DR
10741,20000 BLOCK S SUSANA RD
14398,"13000 BLOCK SUTTON ST, CERRITOS CA"
20761,"13200 BLOCK SUTTON ST, CERRITOS CA"
23378,17900 BLOCK SYBRANDY AVE
5731,"5400 BLOCK TANGLEWOOD ST, LONG BEACH CA"
3399,8000 BLOCK TARMA ST
12826,1100 TEMPLE
7614,1100 BLOCK TEMPLE AVE
7912,1200 BLOCK TEMPLE AVE
8687,"1400 BLOCK TEMPLE AVE, LONG BEACH CA"
9651,"1800 BLOCK TEMPLE, SH CA"
21369,1400 BLOCK TERMINO AVE
15014,"1400 BLOCK TERMINO AVE, LONG BEACH"
9677,"1800 BLOCK TERMINO AVE, LONG BEACH CA"
11970,"1000 BLOCK TERMINO AVE, LONG BEACH CA"
9469,"17400 BLOCK TERRY LYN LN, CERRITOS CA"
3425,8200 TEVA
114,"2300 TEVIS AVE, LONG BEACH, CA 90815, CA"
12230,100 BLOCK THE PROMENADE
16717,"2900 BLOCK E THOMPSON ST, LONG BEACH CA"
29862,"20000 BLOCK THORNLAKE AVE, CERRITOS CA"
25042,"8100 BLOCK E TIMOR ST, LONG BEACH CA"
25595,200 TIVOLI
2138,"3900 BLOCK TOLAND CIR, LOS ALAMITOS CA"
19973,12601 TOWN CENTER DR
21074,5000 TOYON BAY
17409,100 W TRAFFORD
12432,"11 TRAFFORD ST, LONG BEACH CA"
33622,TRANSFER FROM ANOTHER SHELTER
33624,TRANSFER FROM SPCALA
1089,300 TREMONT
27670,"1700 BLOCK TRIBUNE CT, LONG BEACH CA"
32689,"8200 BLOCK TULA AVE, LONG BEACH CA"
30562,2200 TULANE
19967,4300 TULANE
577,"2700 BLOCK TULANE AVE, LONG BEACH"
3416,"8100 BLOCK E TURBO ST, LONG BEACH CA"
4363,UNK
14847,5700 E VERNON
21762,5700 BLOCK VERNON ST
25474,"200 BLOCK E VERNON ST, LONG BEACH"
22312,"600 BLOCK VIA BAROLA , LONG BEACH CA"
3560,900 BLOCK VIA CARMELITOS
12305,"4000 BLOCK E VIA ORO, LONG BEACH CA"
12608,1100 BLOCK E VIA WANDA
7279,1000 BLOCK VIA WANDA
11778,1000 BLOCK E VIA WANDA
23323,17300 VICKIE
17247,100 BLOCK W VICTORIA ST
22428,"1600 BLOCK VICTORY RD, TUSTIN CA"
16557,"00 BLOCK VIRGIL WALK,,LONG BEACH CA"
12307,"4000 BLOCK VIRGINA AVE, LONG BEACH"
18866,"1100 BLOCK VIRGINA CT, LONG BEACH CA"
12967,4600 BLOCK N VIRGINA RD
19079,"11100 BLOCK VIRGINIA AVE, LYNWOOD CA"
5036,4600 BLOCK VIRGINIA RD
4763,4100 BLOCK VIRGINIA RD
18080,"3300 BLOCK E VISTA ST, LONG BEACH CA"
6520,"6300 BLOCK VISTA, LONG BEACH CA"
18332,3400 VOLK
28653,"1900 BLOCK VUELTA GRANDE AVE, LONG BEACH CA"
92,"2300 BLOCK VUELTA GRANDE AVE, LONG BEACH CA"
4425,W TRAFFORD ST
27131,2200 BLOCK WALNUT
6034,5800 WALNUT
21412,1400 BLOCK WALNUT AVE
27360,2200 WALNUT AVE
6687,6500 BLOCK WALNUT AVE
6221,600 BLOCK WALNUT AVE
30487,2200 BLOCK WALNUT AVE
14246,"1300 BLOCK WALNUT AVE, LONG BEACH"
12099,"400 BLOCK WALNUT AVE, LONG BEACH CA"
8728,"1400 WALNUT AVE, LONG BEACH CA"
21691,"5600 BLOCK WALNUT AVE, LONG BEACH CA"
9381,"1700 BLOCK WALNUT AVE, LONG BEACH CA"
21420,"1400 BLOCK WALNUT AVE, LONG BEACH, CA"
24502,"1900 BLOCK WALNUT AVE, LONG BEACH, CA"
11196,"2200 BLOCK WALNUT AVE, SIGNAL HILL CA"
570,"2700 BLOCK WALNUT AVE, SIGNAL HILL, CA"
8987,"1600 BLOCK E WALNUT AVE, SIGNAL HILL, CA 90"
12280,"10600 BLOCK WALNUT ST, LOS ALAMITOS CA"
18076,"1000 BLOCK WALNUT, LONG BEACH, CA"
6395,"6100 BLOCK E WALTON ST, LONG BEACH CA"
30568,2200 W WARDLOW
2275,6600 BLOCK E WARDLOW RD
24259,7575 WARDLOW RD
31083,"3500 BLOCK WARDLOW RD, LONG BEACH"
32453,"7800 BLOCK E WARDLOW RD, LONG BEACH CA"
32295,"7700 BLOCK E WARDLOW RD, LONG BEACH CA"
29792,"2000 BLOCK WARDLOW RD, LONG BEACH CA"
25049,"8100 BLOCK E WARDLOW RD, LONG BEACH CA"
18869,"1100 BLOCK WARDLOW RD, LONG BEACH CA"
10919,"2100 BLOCK W WARDLOW RD, LONG BEACH, CA"
6594,"6400 BLOCK E WARDLOW RD, LONG BEACH, CA"
24179,"7500 BLOCK E WARDLOW RD, LONG BEACH, CA"
2276,"6600 BLOCK E WARDLOW RD, LONG BEACH, CA"
32023,7000 BLOCK WARDLOW ROAD LONG BEACH CA 908
8670,"1400 BLOCK WARREN AVE, LONG BEACH, CA"
31902,"700 BLOCK N WASHINGTON PL, LONG BEACH, CA"
9366,1700 BLOCK WASHINGTON ST
28834,"2700 BLOCK WEBSTER AVE, LONG BEACH CA"
27707,"2300 BLOCK WEBSTER AVE, LONG BEACH CA"
789,"2900 BLOCK WEBSTER AVE, LONG BEACH CA"
8916,"15000 BLOCK WEDGEWORTH DR, HACIENDA HEIGHTS CA"
14656,140 WELCOME LN
7928,"1200 BLOCK WESLEY DR, LONG BEACH CA"
7926,"1200 BLOCK E WESLEY DR, LONG BEACH CA"
8872,"1500 BLOCK WEST SUMMIT ST, LONG BEACH, CA"
18980,3800 WESTON PL
18944,3800 BLOCK WESTON PL
6474,"6200 BLOCK WHITE AVE, LONG BEACH, CA"
21616,"14200 BLOCK WHITEROCK DR, LA MIRADA CA"
12647,4300 WHITEWOOD
10947,"2100 BLOCK W WILLARD ST, LONG BEACH CA"
361,2500 E WILLOW
24638,7800 E WILLOW
28145,1800 E WILLOW
19780,4100 E WILLOW
2677,"700 BLOCK W WILLOW AVE, LONG BEACH CA"
22250,"1600 BLOCK E WILLOW AVE, SIGNAL HILL, CA"
4826,4200 E WILLOW ST
30574,3100 BLOCK E WILLOW ST
27134,1600 BLOCK E WILLOW ST
19724,4100 BLOCK E WILLOW ST
14196,1300 BLOCK W WILLOW ST
25825,"2000 BLOCK E WILLOW ST, LONG BEACH"
19761,"4100 BLOCK E WILLOW ST, LONG BEACH CA"
19697,"1200 W WILLOW ST, LONG BEACH CA"
22940,"6400 BLOCK WILLOW ST, LONG BEACH CA"
21123,"5100 BLOCK WILLOW ST, LONG BEACH CA"
12234,"101 E WILLOW ST, LONG BEACH, CA"
22422,"1600 BLOCK E WILLOW ST, SIGNAL HILL CA"
11187,"2200 BLOCK E WILLOW ST, SIGNAL HILL CA"
1555,"3300 BLOCK E WILLOW, LONG BEACH"
18720,"1100 BLOCK E WILLOW, SIGNAL HILL CA"
28105,1800 BLOCK W WILMA PL
30952,"3400 BLOCK E WILTON ST, LONG BEACH CA"
30048,300 WINNIPEG PL
29931,"300 BLOCK WINSLOW AVE, LONG BEACH CA"
19489,400 BLOCK WISCONSIN
33704,WOODRUFF
17751,3100 WOODRUFF
1349,3100 BLOCK WOODRUFF AVE
9055,1600 BLOCK WOODRUFF AVE
30388,"3000 BLOCK WOODRUFF AVE, LONG BEACH CA"
30727,"3200 BLOCK WOODRUFF AVE, LONG BEACH, CA"
3417,"8100 BLOCK WOODSON ST, LONG BEACH"
9678,"1800 BLOCK XIMENO AVE, LONG BEACH CA"
30505,"2200 BLOCK XIMENO AVE, LONG BEACH CA"
19506,"400 BLOCK XIMENO AVE, LONG BEACH CA"
19823,12200 YEARLING
9481,17600 YVETTE
9435,17000 BLOCK YVETTE AVE
216,2400 BLOCK ZANDIA AVE
